,precision,recall,f1-score,support
bug report,0.9631,0.9390,0.9509,1000.0000
feature request,0.9875,0.9510,0.9689,1000.0000
rating,0.9147,0.9110,0.9128,1000.0000
user experience,0.9006,0.9600,0.9293,1000.0000
accuracy,0.9402,0.9402,0.9402,0.9402
macro avg,0.9415,0.9402,0.9405,4000.0000
weighted avg,0.9415,0.9402,0.9405,4000.0000
