,precision,recall,f1-score,support
bug report,1.0000,0.9950,0.9975,200.0000
feature request,0.9804,1.0000,0.9901,200.0000
rating,0.9803,0.9950,0.9876,200.0000
user experience,0.9948,0.9650,0.9797,200.0000
accuracy,0.9888,0.9888,0.9888,0.9888
macro avg,0.9889,0.9888,0.9887,800.0000
weighted avg,0.9889,0.9888,0.9887,800.0000
