,precision,recall,f1-score,support
bug report,0.9960,0.9920,0.9940,500.0000
feature request,0.9881,1.0000,0.9940,500.0000
rating,1.0000,0.9800,0.9899,500.0000
user experience,0.9862,0.9980,0.9920,500.0000
accuracy,0.9925,0.9925,0.9925,0.9925
macro avg,0.9926,0.9925,0.9925,2000.0000
weighted avg,0.9926,0.9925,0.9925,2000.0000
