,precision,recall,f1-score,support
bug report,1.0000,0.9920,0.9960,500.0000
feature request,0.9940,1.0000,0.9970,500.0000
rating,0.9980,0.9940,0.9960,500.0000
user experience,0.9920,0.9980,0.9950,500.0000
accuracy,0.9960,0.9960,0.9960,0.9960
macro avg,0.9960,0.9960,0.9960,2000.0000
weighted avg,0.9960,0.9960,0.9960,2000.0000
