,precision,recall,f1-score,support
bug report,0.8384,0.8300,0.8342,400.0000
feature request,0.9727,0.8900,0.9295,400.0000
rating,0.7792,0.7850,0.7821,400.0000
user experience,0.7471,0.8125,0.7784,400.0000
accuracy,0.8294,0.8294,0.8294,0.8294
macro avg,0.8343,0.8294,0.8310,1600.0000
weighted avg,0.8343,0.8294,0.8310,1600.0000
