,precision,recall,f1-score,support
bug report,0.8894,0.9650,0.9257,200.0000
feature request,0.9110,0.8700,0.8900,200.0000
rating,0.9037,0.8450,0.8734,200.0000
user experience,0.8390,0.8600,0.8494,200.0000
accuracy,0.8850,0.8850,0.8850,0.8850
macro avg,0.8858,0.8850,0.8846,800.0000
weighted avg,0.8858,0.8850,0.8846,800.0000
