,precision,recall,f1-score,support
bug report,0.9381,0.9100,0.9239,200.0000
feature request,0.8829,0.9050,0.8938,200.0000
rating,0.9212,0.7600,0.8329,200.0000
user experience,0.7542,0.8900,0.8165,200.0000
accuracy,0.8662,0.8662,0.8662,0.8662
macro avg,0.8741,0.8662,0.8668,800.0000
weighted avg,0.8741,0.8662,0.8668,800.0000
