,precision,recall,f1-score,support
feature request,0.9570,0.9390,0.9480,164.0000
bug report,0.9720,0.9380,0.9550,146.0000
rating,0.9170,0.6880,0.7860,128.0000
user experience,0.8450,0.9380,0.8890,290.0000
micro avg,0.9040,0.8940,0.8990,728.0000
macro avg,0.9220,0.8760,0.8940,728.0000
weighted avg,0.9080,0.8940,0.8970,728.0000
samples avg,0.8260,0.8230,0.8120,728.0000
