,precision,recall,f1-score,support
bug report,0.9604,0.9700,0.9652,100.0000
feature request,0.9794,0.9500,0.9645,100.0000
rating,0.9223,0.9500,0.9360,100.0000
user experience,0.9293,0.9200,0.9246,100.0000
accuracy,0.9475,0.9475,0.9475,0.9475
macro avg,0.9479,0.9475,0.9476,400.0000
weighted avg,0.9479,0.9475,0.9476,400.0000
