,precision,recall,f1-score,support
bug report,0.8595,0.7950,0.8260,200.0000
feature request,0.9583,0.8433,0.8972,300.0000
rating,0.8889,0.8640,0.8763,500.0000
user experience,0.8541,0.9467,0.8980,600.0000
accuracy,0.8825,0.8825,0.8825,0.8825
macro avg,0.8902,0.8622,0.8744,1600.0000
weighted avg,0.8852,0.8825,0.8821,1600.0000
