,precision,recall,f1-score,support
bug report,0.8701,0.6700,0.7571,100.0000
feature request,0.8780,0.7200,0.7912,150.0000
rating,0.7923,0.8240,0.8078,250.0000
user experience,0.7794,0.8833,0.8281,300.0000
accuracy,0.8075,0.8075,0.8075,0.8075
macro avg,0.8300,0.7743,0.7961,800.0000
weighted avg,0.8133,0.8075,0.8060,800.0000
