,precision,recall,f1-score,support
feature request,0.9930,0.9900,0.9910,291.0000
bug report,1.0000,1.0000,1.0000,269.0000
rating,0.9540,0.8460,0.8970,247.0000
user experience,0.9980,0.9790,0.9890,534.0000
micro avg,0.9900,0.9610,0.9750,1341.0000
macro avg,0.9860,0.9540,0.9690,1341.0000
weighted avg,0.9890,0.9610,0.9750,1341.0000
samples avg,0.8720,0.8550,0.8590,1341.0000
