,precision,recall,f1-score,support
feature request,0.9860,0.9900,0.9880,291.0000
bug report,1.0000,0.9890,0.9940,269.0000
rating,0.9870,0.8950,0.9380,247.0000
user experience,1.0000,0.9790,0.9900,534.0000
micro avg,0.9950,0.9680,0.9810,1341.0000
macro avg,0.9930,0.9630,0.9780,1341.0000
weighted avg,0.9950,0.9680,0.9810,1341.0000
samples avg,0.8730,0.8590,0.8630,1341.0000
