,precision,recall,f1-score,support
feature request,0.9745,0.9503,0.9623,161.0000
bug report,1.0000,0.9312,0.9644,160.0000
rating,0.9355,0.6905,0.7945,126.0000
user experience,0.9695,0.9728,0.9711,294.0000
micro avg,0.9726,0.9109,0.9408,741.0000
macro avg,0.9699,0.8862,0.9231,741.0000
weighted avg,0.9714,0.9109,0.9377,741.0000
samples avg,0.8802,0.8369,0.8486,741.0000
