,precision,recall,f1-score,support
feature request,0.9923,0.9809,0.9865,523.0000
bug report,1.0000,0.9907,0.9953,430.0000
rating,0.9871,0.9505,0.9685,404.0000
user experience,0.9919,0.9702,0.9809,1006.0000
micro avg,0.9927,0.9729,0.9827,2363.0000
macro avg,0.9928,0.9731,0.9828,2363.0000
weighted avg,0.9926,0.9729,0.9827,2363.0000
samples avg,0.8391,0.8312,0.8332,2363.0000
