,precision,recall,f1-score,support
feature request,0.9924,0.9777,0.9850,537.0000
bug report,0.9978,0.9893,0.9936,468.0000
rating,0.9783,0.9524,0.9651,378.0000
user experience,0.9881,0.9852,0.9866,1012.0000
micro avg,0.9895,0.9791,0.9843,2395.0000
macro avg,0.9892,0.9761,0.9826,2395.0000
weighted avg,0.9894,0.9791,0.9842,2395.0000
samples avg,0.8555,0.8497,0.8504,2395.0000
