,precision,recall,f1-score,support
bug report,0.9804,1.0000,0.9901,100.0000
feature request,1.0000,0.9800,0.9899,100.0000
rating,0.9697,0.9600,0.9648,100.0000
user experience,0.9604,0.9700,0.9652,100.0000
accuracy,0.9775,0.9775,0.9775,0.9775
macro avg,0.9776,0.9775,0.9775,400.0000
weighted avg,0.9776,0.9775,0.9775,400.0000
