,precision,recall,f1-score,support
bug report,0.9804,1.0000,0.9901,50.0000
feature request,1.0000,0.9867,0.9933,75.0000
rating,0.9919,0.9840,0.9880,125.0000
user experience,0.9934,1.0000,0.9967,150.0000
accuracy,0.9925,0.9925,0.9925,0.9925
macro avg,0.9914,0.9927,0.9920,400.0000
weighted avg,0.9925,0.9925,0.9925,400.0000
