,precision,recall,f1-score,support
bug report,1.0000,1.0000,1.0000,50.0000
feature request,1.0000,1.0000,1.0000,75.0000
rating,1.0000,0.9920,0.9960,125.0000
user experience,0.9934,1.0000,0.9967,150.0000
accuracy,0.9975,0.9975,0.9975,0.9975
macro avg,0.9983,0.9980,0.9982,400.0000
weighted avg,0.9975,0.9975,0.9975,400.0000
