,precision,recall,f1-score,support
feature request,0.9937,0.9634,0.9783,328.0000
bug report,0.9958,0.9676,0.9815,247.0000
rating,0.9840,0.7676,0.8625,241.0000
user experience,0.9962,0.9688,0.9823,545.0000
micro avg,0.9937,0.9317,0.9617,1361.0000
macro avg,0.9925,0.9169,0.9512,1361.0000
weighted avg,0.9934,0.9317,0.9600,1361.0000
samples avg,0.8756,0.8429,0.8533,1361.0000
