,precision,recall,f1-score,support
feature request,0.9968,0.9655,0.9809,319.0000
bug report,0.9921,0.9579,0.9747,261.0000
rating,0.9635,0.8023,0.8755,263.0000
user experience,0.9820,0.9750,0.9785,561.0000
micro avg,0.9843,0.9373,0.9602,1404.0000
macro avg,0.9836,0.9252,0.9524,1404.0000
weighted avg,0.9838,0.9373,0.9591,1404.0000
samples avg,0.8752,0.8474,0.8556,1404.0000
