,precision,recall,f1-score,support
feature request,0.9943,0.9814,0.9878,537.0000
bug report,1.0000,0.9829,0.9914,468.0000
rating,0.9835,0.9471,0.9650,378.0000
user experience,0.9901,0.9872,0.9886,1012.0000
micro avg,0.9920,0.9787,0.9853,2395.0000
macro avg,0.9920,0.9746,0.9832,2395.0000
weighted avg,0.9919,0.9787,0.9852,2395.0000
samples avg,0.8559,0.8501,0.8508,2395.0000
