,precision,recall,f1-score,support
feature request,0.9942,0.9771,0.9855,523.0000
bug report,0.9749,0.9930,0.9839,430.0000
rating,0.9974,0.9604,0.9786,404.0000
user experience,0.9930,0.9831,0.9880,1006.0000
micro avg,0.9906,0.9797,0.9851,2363.0000
macro avg,0.9899,0.9784,0.9840,2363.0000
weighted avg,0.9907,0.9797,0.9851,2363.0000
samples avg,0.8435,0.8382,0.8392,2363.0000
