,precision,recall,f1-score,support
feature request,0.9869,0.9795,0.9832,537.0000
bug report,1.0000,0.9872,0.9935,468.0000
rating,0.9863,0.9550,0.9704,378.0000
user experience,0.9970,0.9792,0.9880,1012.0000
micro avg,0.9936,0.9770,0.9853,2395.0000
macro avg,0.9925,0.9752,0.9838,2395.0000
weighted avg,0.9936,0.9770,0.9852,2395.0000
samples avg,0.8542,0.8477,0.8489,2395.0000
