,precision,recall,f1-score,support
feature request,0.9867,0.9867,0.9867,525.0000
bug report,0.9903,0.9807,0.9855,415.0000
rating,0.9744,0.9384,0.9561,406.0000
user experience,0.9889,0.9752,0.9820,1009.0000
micro avg,0.9862,0.9724,0.9793,2355.0000
macro avg,0.9851,0.9703,0.9776,2355.0000
weighted avg,0.9862,0.9724,0.9792,2355.0000
samples avg,0.8342,0.8274,0.8285,2355.0000
