,precision,recall,f1-score,support
bug report,0.9950,1.0000,0.9975,200.0000
feature request,0.9852,1.0000,0.9926,200.0000
rating,1.0000,0.9900,0.9950,200.0000
user experience,0.9899,0.9800,0.9849,200.0000
accuracy,0.9925,0.9925,0.9925,0.9925
macro avg,0.9925,0.9925,0.9925,800.0000
weighted avg,0.9925,0.9925,0.9925,800.0000
