,precision,recall,f1-score,support
bug report,0.9950,0.9950,0.9950,200.0000
feature request,0.9901,1.0000,0.9950,300.0000
rating,0.9940,0.9960,0.9950,500.0000
user experience,0.9983,0.9917,0.9950,600.0000
accuracy,0.9950,0.9950,0.9950,0.9950
macro avg,0.9944,0.9957,0.9950,1600.0000
weighted avg,0.9950,0.9950,0.9950,1600.0000
