,precision,recall,f1-score,support
bug report,0.9938,0.9429,0.9677,508.0000
feature request,1.0000,0.9634,0.9814,437.0000
rating,0.9914,0.9249,0.9570,373.0000
user experience,1.0000,0.9706,0.9851,1022.0000
micro avg,0.9973,0.9560,0.9762,2340.0000
macro avg,0.9963,0.9505,0.9728,2340.0000
weighted avg,0.9973,0.9560,0.9761,2340.0000
samples avg,0.8421,0.8252,0.8305,2340.0000
