,precision,recall,f1-score,support
bug report,0.9982,0.9529,0.9750,573.0000
feature request,1.0000,0.9749,0.9873,438.0000
rating,0.9629,0.8822,0.9208,382.0000
user experience,1.0000,0.9653,0.9823,1036.0000
micro avg,0.9940,0.9510,0.9720,2429.0000
macro avg,0.9903,0.9438,0.9663,2429.0000
weighted avg,0.9937,0.9510,0.9718,2429.0000
samples avg,0.8511,0.8320,0.8378,2429.0000
