,precision,recall,f1-score,support
bug report,0.8273,0.9100,0.8667,200.0000
feature request,0.8057,0.8500,0.8273,200.0000
rating,0.8343,0.7050,0.7642,200.0000
user experience,0.7400,0.7400,0.7400,200.0000
accuracy,0.8012,0.8012,0.8012,0.8012
macro avg,0.8018,0.8012,0.7995,800.0000
weighted avg,0.8018,0.8012,0.7995,800.0000
