,precision,recall,f1-score,support
bug report,0.9815,0.8893,0.9331,298.0000
feature request,0.9833,0.9112,0.9459,259.0000
rating,0.9163,0.7782,0.8416,239.0000
user experience,0.9864,0.9201,0.9521,551.0000
micro avg,0.9731,0.8864,0.9277,1347.0000
macro avg,0.9669,0.8747,0.9182,1347.0000
weighted avg,0.9723,0.8864,0.9271,1347.0000
samples avg,0.8402,0.7970,0.8080,1347.0000
