,precision,recall,f1-score,support
bug report,0.7177,0.8900,0.7946,100.0000
feature request,0.8488,0.7300,0.7849,100.0000
rating,0.8983,0.5300,0.6667,100.0000
user experience,0.5954,0.7800,0.6753,100.0000
accuracy,0.7325,0.7325,0.7325,0.7325
macro avg,0.7651,0.7325,0.7304,400.0000
weighted avg,0.7651,0.7325,0.7304,400.0000
