,precision,recall,f1-score,support
feature request,0.9968,0.9655,0.9809,319.0000
bug report,0.9920,0.9540,0.9727,261.0000
rating,0.9531,0.7719,0.8529,263.0000
user experience,0.9855,0.9661,0.9757,561.0000
micro avg,0.9841,0.9274,0.9549,1404.0000
macro avg,0.9818,0.9144,0.9455,1404.0000
weighted avg,0.9832,0.9274,0.9533,1404.0000
samples avg,0.8695,0.8354,0.8459,1404.0000
