,precision,recall,f1-score,support
feature request,0.9759,0.9659,0.9708,293.0000
bug report,0.9809,0.9847,0.9828,261.0000
rating,0.9290,0.7981,0.8586,213.0000
user experience,0.9829,0.9628,0.9728,538.0000
micro avg,0.9731,0.9410,0.9568,1305.0000
macro avg,0.9672,0.9279,0.9462,1305.0000
weighted avg,0.9721,0.9410,0.9557,1305.0000
samples avg,0.8525,0.8353,0.8378,1305.0000
