,precision,recall,f1-score,support
feature request,0.9960,0.9980,0.9970,526.0000
bug report,0.9980,0.9940,0.9960,469.0000
rating,0.9890,0.9890,0.9890,378.0000
user experience,0.9980,0.9900,0.9940,1037.0000
micro avg,0.9960,0.9930,0.9940,2410.0000
macro avg,0.9950,0.9930,0.9940,2410.0000
weighted avg,0.9960,0.9930,0.9940,2410.0000
samples avg,0.8600,0.8580,0.8580,2410.0000
