,precision,recall,f1-score,support
bug report,0.7184,0.7400,0.7291,200.0000
feature request,0.8057,0.7050,0.7520,200.0000
rating,0.6600,0.6600,0.6600,200.0000
user experience,0.6621,0.7250,0.6921,200.0000
accuracy,0.7075,0.7075,0.7075,0.7075
macro avg,0.7116,0.7075,0.7083,800.0000
weighted avg,0.7116,0.7075,0.7083,800.0000
