,precision,recall,f1-score,support
bug report,0.7322,0.6700,0.6997,200.0000
feature request,0.7826,0.7200,0.7500,200.0000
rating,0.6818,0.6750,0.6784,200.0000
user experience,0.6213,0.7300,0.6713,200.0000
accuracy,0.6988,0.6988,0.6988,0.6988
macro avg,0.7045,0.6988,0.6998,800.0000
weighted avg,0.7045,0.6988,0.6998,800.0000
