,precision,recall,f1-score,support
bug report,1.0000,0.9900,0.9950,100.0000
feature request,0.9801,0.9867,0.9834,150.0000
rating,0.9959,0.9800,0.9879,250.0000
user experience,0.9836,0.9967,0.9901,300.0000
accuracy,0.9888,0.9888,0.9888,0.9888
macro avg,0.9899,0.9883,0.9891,800.0000
weighted avg,0.9888,0.9888,0.9888,800.0000
