,precision,recall,f1-score,support
bug report,1.0000,0.9900,0.9950,100.0000
feature request,0.9933,0.9867,0.9900,150.0000
rating,1.0000,0.9760,0.9879,250.0000
user experience,0.9740,1.0000,0.9868,300.0000
accuracy,0.9888,0.9888,0.9888,0.9888
macro avg,0.9918,0.9882,0.9899,800.0000
weighted avg,0.9890,0.9888,0.9888,800.0000
