,precision,recall,f1-score,support
bug report,0.9289,0.8825,0.9051,400.0000
feature request,0.9750,0.9100,0.9414,600.0000
rating,0.9354,0.9270,0.9312,1000.0000
user experience,0.9188,0.9717,0.9445,1200.0000
accuracy,0.9350,0.9350,0.9350,0.9350
macro avg,0.9395,0.9228,0.9306,3200.0000
weighted avg,0.9358,0.9350,0.9348,3200.0000
