,precision,recall,f1-score,support
feature request,0.9737,0.9427,0.9579,157.0000
bug report,1.0000,0.9375,0.9677,160.0000
rating,0.9252,0.7615,0.8354,130.0000
user experience,0.9665,0.9319,0.9489,279.0000
micro avg,0.9690,0.9050,0.9359,726.0000
macro avg,0.9664,0.8934,0.9275,726.0000
weighted avg,0.9681,0.9050,0.9347,726.0000
samples avg,0.8831,0.8454,0.8561,726.0000
