,precision,recall,f1-score,support
bug report,0.9073,0.7965,0.8483,172.0000
feature request,0.9333,0.8750,0.9032,144.0000
rating,0.7680,0.7500,0.7589,128.0000
user experience,0.9149,0.8897,0.9021,290.0000
micro avg,0.8903,0.8406,0.8648,734.0000
macro avg,0.8809,0.8278,0.8531,734.0000
weighted avg,0.8911,0.8406,0.8647,734.0000
samples avg,0.7902,0.7625,0.7591,734.0000
