,precision,recall,f1-score,support
bug report,0.8302,0.8800,0.8544,100.0000
feature request,0.8037,0.8600,0.8309,100.0000
rating,0.6818,0.7500,0.7143,100.0000
user experience,0.7532,0.5800,0.6554,100.0000
accuracy,0.7675,0.7675,0.7675,0.7675
macro avg,0.7672,0.7675,0.7637,400.0000
weighted avg,0.7672,0.7675,0.7637,400.0000
